Gene_Symbol	Gene_Id	Disease_Id	Psychiatric_disorder	Pubmed_Id	Association_Type	Sentence
GNAO1	2775	C0036341	Schizophrenia spectrum and other psychotic disorders	21512575	No Association	In this study, we measured the mRNA expression levels of dysbindin-1, NRG-1 and two other genes (NPY1R and <span class=gene id=21512575-6-107-112>GNAO1</span>) in immortalized lymphocytes from 45 patients with <span class=disease id=21512575-6-164-177>schizophrenia</span> and 45 controls using real-time quantitative reverse transcriptase-PCR.
GRK6	2870	C0036341	Schizophrenia spectrum and other psychotic disorders	24302161	No Association	Our results imply that <span class=gene id=24302161-4-23-27>GRK6</span> may not play a role in the pathophysiology of <span class=disease id=24302161-4-74-87>schizophrenia</span> among Han Chinese.
CNIH4	29097	C0036341	Schizophrenia spectrum and other psychotic disorders	23103966	No Association	Significant upregulation of CNIH-1, CNIH-2, and CNIH-3 mRNA expression was found in <span class=disease id=23103966-5-84-97>schizophrenia</span>, with no change in <span class=gene id=23103966-5-117-123>CNIH-4</span> expression.
GSTM1	2944	C0036341	Schizophrenia spectrum and other psychotic disorders	23107768	No Association	No association was found between the <span class=gene id=23107768-7-37-42>GSTM1</span> genotype and <span class=disease id=23107768-7-56-69>schizophrenia</span>, whereas the prevalence of the GSTT1 active genotype was significantly higher in the schizophrenic patients (57.2%) than in the controls (45.5%) with (OR=0.6, IC 0.37-0.99, p=0.039).
HLA-A	3105	C0036341	Schizophrenia spectrum and other psychotic disorders	12165412	No Association	Thus, no evidence was obtained for an association between <span class=gene id=12165412-7-58-63>HLA-A</span> and <span class=disease id=12165412-7-68-81>schizophrenia</span> from the Japanese population.
HLA-A	3105	C0036341	Schizophrenia spectrum and other psychotic disorders	18786593	No Association	However, no significant differences of these allelic frequencies were found between the patients and the control subjects, suggesting that the <span class=gene id=18786593-7-143-148>HLA-A</span> gene was unlikely a major risk factor of <span class=disease id=18786593-7-190-203>schizophrenia</span> in this sample.
HSPA1A	3303	C0036341	Schizophrenia spectrum and other psychotic disorders	15963589	No Association	This study aimed to investigate the association between the three polymorphisms of HSP70-1 (<span class=gene id=15963589-3-92-98>HSPA1A</span>), HSP70-hom (HSPA1L) and HSP70-2 (HSPA1B) and <span class=disease id=15963589-3-145-158>schizophrenia</span>.
HTC2	3342	C0036341	Schizophrenia spectrum and other psychotic disorders	23507357	No Association	We performed array-<span class=gene id=23507357-2-19-22>CGH</span> to look for copy number variants between five pairs of monozygotic twins discordant for bipolar disorder or <span class=disease id=23507357-2-131-144>schizophrenia</span>.
HTR1F	3355	C0036341	Schizophrenia spectrum and other psychotic disorders	11287786	No Association	The results of this study suggest that the <span class=gene id=11287786-8-43-47>5HT6</span> C267T polymorphism plays no major role in susceptibility to the development of <span class=disease id=11287786-8-127-140>schizophrenia</span> and is not related to cognitive impairment or age at onset in schizophrenic patients.
IL18	3606	C0036341	Schizophrenia spectrum and other psychotic disorders	21510800	No Association	In conclusion, <span class=gene id=21510800-9-15-20>IL-18</span> gene promoter polymorphisms may not contribute to the susceptibility of <span class=disease id=21510800-9-93-106>schizophrenia</span> in a Han Chinese population, but two single-nucleotide polymorphisms, -137 G/C and -607 C/A, may play a role in the development of perception disorder and aggressive action, respectively.
AR	367	C0036341	Schizophrenia spectrum and other psychotic disorders	16112495	No Association	Distribution of <span class=gene id=16112495-0-16-33>androgen receptor</span> CAG repeat polymorphism in Chinese <span class=disease id=16112495-0-69-82>schizophrenia</span> and its correlation with age at onset.
KCNJ10	3766	C0036341	Schizophrenia spectrum and other psychotic disorders	20933057	No Association	No association between the KCNH1, <span class=gene id=20933057-0-34-40>KCNJ10</span> and KCNN3 genes and <span class=disease id=20933057-0-61-74>schizophrenia</span> in the Han Chinese population.
NEFL	4747	C0036341	Schizophrenia spectrum and other psychotic disorders	16023328	No Association	We found decreased striatal expression of transcripts encoding PSD-95 and SAP-102 in bipolar disorder and of SAP-102 in major depression and <span class=disease id=16023328-6-141-154>schizophrenia</span>, while no significant changes in <span class=gene id=16023328-6-188-193>NF--L</span> and PSD-93 mRNAs were observed.
NSF	4905	C0036341	Schizophrenia spectrum and other psychotic disorders	18512733	No Association	The soluble <span class=gene id=18512733-2-12-45>N-ethylmaleimide-sensitive factor</span> attachment protein receptor (SNARE) complex, which consists of Syntaxin1A, vesicle-associated membrane protein 2 (VAMP2) and synaptosomal-associated protein 25 kDa (SNAP25), plays an important role in the neurotransmitter system, and is therefore an attractive place to search for candidate genes for <span class=disease id=18512733-2-347-360>schizophrenia</span>.
PCNT	5116	C0036341	Schizophrenia spectrum and other psychotic disorders	19937158	No Association	In this study, case-controlled association analysis was performed to determine if the <span class=gene id=19937158-3-86-90>PCNT</span> gene is implicated in <span class=disease id=19937158-3-113-115>SZ</span>.
FXYD6	53826	C0036341	Schizophrenia spectrum and other psychotic disorders	18455306	No Association	Our findings suggest that <span class=gene id=18455306-10-26-31>FXYD6</span> is unlikely to be related to the development of <span class=disease id=18455306-10-80-93>schizophrenia</span> in a Japanese population.
FXYD6	53826	C0036341	Schizophrenia spectrum and other psychotic disorders	20149392	No Association	Our study suggests that <span class=gene id=20149392-6-24-29>FXYD6</span> does not play a role in <span class=disease id=20149392-6-54-67>schizophrenia</span> in the Chinese Han population.
MAGEL2	54551	C0036341	Schizophrenia spectrum and other psychotic disorders	20467835	No Association	Our results suggest that <span class=gene id=20467835-8-25-31>MAGEL2</span> may not play a role in the pathophysiology of <span class=disease id=20467835-8-78-91>schizophrenia</span> and mood disorders in the Japanese population.
AVPR1A	552	C0036341	Schizophrenia spectrum and other psychotic disorders	25529259	No Association	<span class=gene id=25529259-2-0-6>AVPR1A</span> RS3 was not associated with <span class=disease id=25529259-2-35-48>schizophrenia</span>.
RARA	5914	C0036341	Schizophrenia spectrum and other psychotic disorders	15635645	No Association	We conclude that structural variants in the <span class=gene id=15635645-7-44-47>RAR</span>/RXR and NURR1 genes do not play a major role in the etiology of <span class=disease id=15635645-7-112-125>schizophrenia</span>.
TAP2	6891	C0036341	Schizophrenia spectrum and other psychotic disorders	15318034	No Association	No association of <span class=gene id=15318034-0-18-22>TAP2</span> polymorphisms in Korean patients with <span class=disease id=15318034-0-61-74>schizophrenia</span>.
TF	7018	C0036341	Schizophrenia spectrum and other psychotic disorders	17496814	No Association	The present results suggest that the <span class=gene id=17496814-6-37-48>transferrin</span> gene is not related to the development of <span class=disease id=17496814-6-91-104>schizophrenia</span> in the Japanese population.
TF	7018	C0036337	Schizophrenia spectrum and other psychotic disorders	21643746	No Association	The aim of this study was to investigate the possible influence of hemochromatosis gene mutations (HFE-C282Y and H63D) and <span class=gene id=21643746-1-123-134>transferrin</span> gene C2 variant (TF-C2) on susceptibility to <span class=disease id=21643746-1-180-193>schizophrenia</span> and <span class=disease id=21643746-1-198-222>schizoaffective disorder</span> and/or age at first hospital admission.
TF	7018	C0036341	Schizophrenia spectrum and other psychotic disorders	21643746	No Association	The aim of this study was to investigate the possible influence of hemochromatosis gene mutations (HFE-C282Y and H63D) and <span class=gene id=21643746-1-123-134>transferrin</span> gene C2 variant (TF-C2) on susceptibility to <span class=disease id=21643746-1-180-193>schizophrenia</span> and <span class=disease id=21643746-1-198-222>schizoaffective disorder</span> and/or age at first hospital admission.
TLR2	7097	C0036341	Schizophrenia spectrum and other psychotic disorders	23644137	No Association	We obtained no significant support for the association of the <span class=gene id=23644137-12-62-66>TLR2</span> gene with susceptibility to <span class=disease id=23644137-12-95-108>schizophrenia</span> in the Korean population.
C1QA	712	C0036341	Schizophrenia spectrum and other psychotic disorders	21951915	No Association	While there was no association between <span class=gene id=21951915-7-39-43>C1QA</span> rs292001, C1QB rs913243 and rs631090 genetic variants and <span class=disease id=21951915-7-102-115>schizophrenia</span>, the C1QB rs291982*G minor allele was significantly overrepresented in schizophrenic patients (G allele frequency 58%) when compared to healthy subjects (46%, OR = 1.64, p(corr) = 0.0008).
C4BPA	722	C0036341	Schizophrenia spectrum and other psychotic disorders	25660618	No Association	Our results provided preliminary evidence that C4BPB/<span class=gene id=25660618-5-53-58>C4BPA</span> may not confer susceptibility to <span class=disease id=25660618-5-92-105>schizophrenia</span> among Han Chinese.
VLDLR	7436	C0036341	Schizophrenia spectrum and other psychotic disorders	12363388	No Association	We examined the polymorphic CGG repeat in the 5'-untranslated region (UTR) of the reelin gene, which was recently found to be associated with autistic disorder, and the CGG repeat in the 5' UTR region of the very low density protein receptor (<span class=gene id=12363388-3-243-248>VLDLR</span>) gene, which was reported to be associated with sporadic Alzheimer's disease, for allelic association with <span class=disease id=12363388-3-356-369>schizophrenia</span>.
ST8SIA4	7903	C0036341	Schizophrenia spectrum and other psychotic disorders	16229822	No Association	In contrast, no significant association was observed between any variations in <span class=gene id=16229822-8-79-85>SIAT8D</span> and <span class=disease id=16229822-8-90-103>schizophrenia</span>.
FZD3	7976	C0349204	Schizophrenia spectrum and other psychotic disorders	15657645	No Association	The <span class=gene id=15657645-4-4-8>FZD3</span> gene might not play a role in conferring susceptibility to major <span class=disease id=15657645-4-74-83>psychosis</span> in our sample.
